distName,st_cen_cd,censuscode,SOL_14,SOL_15,SOL_16,SOL_17,SOL_18
Kannur,32,589,2551.8843,3606.7231,2704.7603,5396.3403,6047.49
Saharanpur,9,132,24185.53,24433.629,29606.363,28951.838,28478.14
Datia,23,422,6830.158,9900.073,9047.325,9567.011,12471.819
Dhemaji,18,308,2730.9324,3030.3115,1172.45,3054.2302,3097.06
Champawat,5,65,1693.0342,2278.376,1140.2594,2023.22,1935.54
Yadgir,29,580,11524.502,12534.282,9970.3955,13460.211,13954.789
Sidhi,23,462,6761.2324,9504.187,6713.2656,12586.7,12435.171
Uttarkashi,5,56,11943.011,11068.096,4836.4443,11282.67,9759.861
Madhubani,10,207,10694.021,13622.624,10852.752,13781.42,19246.11
Satara,27,527,15579.219,18784.453,14712.196,25089.531,28612.834
Indore,23,439,37068.184,40227.344,37499.555,40638.633,45855.668
Maldah,19,332,14957.928,15837.156,13793.891,16189.49,15820.85
Baksa,18,324,5143.1836,4565.007,3727.177,5086.64,5544.7295
Kathua,1,7,12858.601,13401.075,11182.217,11007.47,11402.09
Junagadh,24,479,23003.166,25823.664,19006.262,30345.871,30801.549
Haora,19,341,20751.951,19396.562,19563.04,23106.918,23900.91
Kannauj,9,160,12735.039,16216.732,14471.586,13730.539,12653.76
Golaghat,18,313,13387.581,13484.939,13144.762,15131.81,17467.26
Dehradun,5,60,25446.691,24017.492,22578.822,23389.18,24416.441
Chatra,20,347,2669.8357,4356.434,2377.4236,7167.76,7041.32
Shajapur,23,436,11799.435,15855.85,10212.066,15440.551,18744.88
Jind,6,77,20807.848,17348.594,10357.7705,11943.709,16128.22
Rajgarh,23,442,9355.935,16061.693,12651.295,17075.04,20652.94
Amritsar,3,49,36529.664,35646.016,34057.773,32978.5,33368.68
Lakshadweep,31,587,-121.66834,183.99686,-164.11966,472.54,464.46
Gonda,9,183,13940.106,14537.948,20100.713,24913.168,22276.959
Jabalpur,23,451,26511.219,29436.104,27745.264,30996.56,33973.242
West Siang,12,250,3715.8193,6630.0996,-522.1758,4636.27,4342.12
Leh (ladakh),1,3,144603.39,112932.125,62352.855,114583.164,92801.72
Mumbai Suburban,27,518,42966.234,41383.344,42111.53,43326.38,47142.08
Thoothukkudi,33,627,5781.717,13683.282,13110.164,16307.67,16952.379
Bhavnagar,24,481,25789.809,26461.68,21254.844,29679.338,31914.55
Narmada,24,487,3534.544,4176.577,2657.208,5369.8096,6595.0195
Koraput,21,398,8804.253,11194.757,7701.284,14953.591,15034.16
Lohit,12,259,2696.8657,3337.754,497.54077,3230.3,3146.89
Hassan,29,574,10990.153,15213.379,14417.524,19476.578,22002.1
Nainital,5,66,11778.183,12820.03,10058.762,11752.92,12411.2
Tawang,12,245,1320.9812,1660.3737,-121.091606,1547.3501,1425.56
Nashik,27,516,51059.844,56656.6,50729.684,65160.63,73143.47
Garhchiroli,27,508,4175.6606,8828.551,-423.3802,13931.44,11069.07
Latehar,20,359,3565.6946,4517.5454,1628.318,5634.71,5452.98
Uttar Bastar Kanker,22,413,4368.484,5656.945,1989.4719,8415.32,7594.1196
Serchhip,15,285,390.3145,634.22363,-99.32869,821.76,641.35
Subarnapur,21,392,4445.2793,5167.0493,3537.963,5207.9697,4983.2
North East,7,92,9293.937,11003.532,8990.046,9165.641,9969.42
Rajouri,1,6,7599.2783,6415.744,8052.022,8242.94,7109.9204
Alwar,8,104,65778.34,73724.68,46341.195,52584.332,61861.777
Panna,23,426,6388.589,9058.361,6671.258,13039.32,13750.981
Dhar,23,438,16887.916,19179.906,15503.41,23757.77,26779.75
Shrawasti,9,181,4687.7803,6389.505,5500.7056,9137.2295,8579.051
East Godavari,28,545,43414.19,38541.453,30922.38,39556.98,52056.902
Kanniyakumari,33,629,8390.428,9380.248,9538.735,9257.15,9695.301
Jalgaon,27,499,21167.51,23972.543,20345.805,30828.762,33931.07
Maharajganj,9,187,6069.7075,8283.121,9933.375,11007.48,11938.34
Pulwama,1,12,2073.712,1593.7635,1502.3706,2025.4199,2160.24
Kolkata,19,342,22153.746,17152.041,18779.05,18945.61,19602.852
Pune,27,521,112912.33,113836.33,111866.836,125260.17,147321.86
Munger,10,226,4771.8994,6550.619,5172.4307,5870.58,8012.93
Dharmapuri,33,630,5075.456,7280.456,6811.871,10799.81,10813.15
Pudukkottai,33,621,5800.566,8815.008,6624.9106,10283.851,9528.049
Karimnagar,28,534,33283.742,36231.09,31258.92,44899.977,45054.438
Banda,9,170,8307.957,8585.584,9637.396,14595.39,13364.001
Jalor,8,116,15354.059,16419.367,8264.001,18000.578,18909.55
Sahibganj,20,352,3423.5552,4837.749,4272.439,6425.7896,7258.6304
Mokokchung,13,262,2934.1738,3040.056,1905.1516,2977.24,2603.55
Kheda,24,483,15971.78,19003.973,14077.482,19033.03,20151.23
Bauda,21,391,1386.9623,2946.7732,909.24854,3584.24,3563.26
Pali,8,118,24371.668,29521.639,19141.11,29928.05,31008.422
Kamrup Metropolitan,18,322,9969.305,9240.786,9148.319,9668.09,12617.53
Panch Mahals,24,484,14942.245,16581.053,11130.592,17091.89,18017.71
Deoghar,20,350,10880.866,12036.664,13669.72,17251,19239.36
Jehanabad,10,239,4268.75,5926.13,4739.467,5694.43,9688.93
Kodagu,29,576,698.41626,2959.992,969.41376,4635.1704,4727.8804
Srinagar,1,10,6717.4316,5473.9707,4500.427,6382.8096,6086.9697
Aurangabad,27,515,25596.604,30198.934,27031.098,34351.71,41926.973
Dhule,27,498,11450.731,12939.411,9934.973,16311.83,18507.648
Kishanganj,10,210,5207.96,6333.2153,5039.503,6046.8003,6719.54
Gurdaspur,3,35,23536.49,22694.965,19986.291,21990.969,21677.021
Sikar,8,111,42349.44,45343.03,27735.56,27153.15,32503.19
West Nimar,23,440,9792.182,10861.801,7561.1177,14743.47,16097.25
Nawada,10,237,4901.7266,8433.482,5977.7163,10619.16,11955.791
Ujjain,23,435,19707.465,23702.004,21892.834,25139.121,29984.11
Nagaur,8,112,56626.234,58323.58,29788.814,42816.82,50987.02
Patna,10,230,32060.098,37981.04,30301.621,37477.188,51532.387
Dausa,8,109,27055.785,31891.615,21151.11,22044,27699.898
West Khasi Hills,17,296,4458.548,5161.163,1860.4257,5376.5,4597.8896
Samba,1,22,9508.013,9741.002,7868.937,8010.64,8348.88
Tinsukia,18,309,67743.48,41530.375,33631.3,24321.92,17854.04
Chitradurga,29,566,13148.172,16870.248,15564.179,22791.72,24010.39
Sambalpur,21,372,18175.49,19681.527,14704.226,19656.06,18401.9
Purba Champaran,10,204,7484.581,10916.555,9708.546,17568.621,25123.59
Burhanpur,23,467,2162.1199,2923.4097,1370.9073,4389.98,4819.69
Idukki,32,596,1773.7976,3266.8137,1433.6815,6189.8003,6442.7803
Jalpaiguri,19,328,19715.172,19316.145,17439.76,22127.9,24304.59
Anjaw,12,260,3359.4543,4754.47,-700.12396,3636.5698,3716.8901
Shahdol,23,460,7277.797,9523.298,6803.539,12972.911,12083.55
Bargarh,21,370,10715.493,14324.558,9872.823,14732.18,14679.22
East Khasi Hills,17,298,7871.7207,7402.9287,6814.147,7818.7207,7401.9595
Bhiwani,6,81,25290.748,20664.074,13556.997,16785.719,22614.09
Navsari,24,490,7262.6816,7703.1235,6040.751,8011.04,9606.48
Bastar,22,414,9289.462,10391.897,6272.701,14997.7705,14376.171
Barmer,8,115,39996.965,42770.523,20055.53,47860.418,46543.668
Lohardaga,20,356,2593.5596,3204.2083,2175.187,3606.45,3740.2798
Kota,8,127,41770.508,42706.61,33037.016,33203.26,37021.52
Sirsa,6,79,20629.768,19592.125,12515.883,14430.63,15717.69
Gaya,10,236,18981.605,24730.348,19881.773,24105.209,36063.54
Diu,25,494,487.13538,691.9061,622.48444,751.56,697.71
Dima Hasao,18,315,3524.992,4371.75,1067.3843,4018.44,3531.01
Dadra & Nagar Haveli,26,496,9688.894,9424.286,8531.161,8040.0303,9038.38
Nalbari,18,323,2010.0103,2241.5254,1548.4503,2056.9502,2228.48
Anantnag,1,14,6592.6357,5438.1,3916.6924,6275.33,5319.9
Mansa,3,47,9132.515,8424.6,6706.5366,7718.5996,8919.18
Ramanathapuram,33,626,2924.3315,5251.534,4180.257,7114.16,7209.8906
Kendujhar,21,375,17321.59,23427.215,14951.128,22701.56,21727.84
Raichur,29,559,21993.92,23412.58,19847.793,25639.34,25892.152
Tiruchirappalli,33,614,14185.872,20143.73,16986.2,20038.93,20363.988
Dindigul,33,612,9451.039,12192.507,10887.529,16168.17,16293.74
Rajsamand,8,123,18705.283,20677.336,15644.395,17906.16,19430.371
Jhajjar,6,83,23432.02,17144.115,11936.3545,14241.899,17594.92
Ranchi,20,364,31326.164,30672.707,31013.75,39576.77,37214.516
East,7,93,13888.906,16094.395,12723.4375,13433.25,13876.83
East,11,244,2833.8452,2702.9766,1864.9917,2695.3198,2724.07
Karimganj,18,317,4021.987,3746.149,3564.4644,4738.7197,5178.95
Ajmer,8,119,36392.008,37416.777,28919.527,35965.16,39133.65
Bidar,29,558,16438.121,16340.449,13166.299,18950.19,17724.28
Kendrapara,21,379,4706.128,5566.374,3711.6208,5477.09,6156.35
Nalgonda,28,539,33361.6,35812.52,30933.13,42328.79,42736.85
Bhagalpur,10,224,11583.992,14115.291,10809.112,14113.959,19062.52
Bhadrak,21,378,6654.5034,7231.168,5487.7646,7224.33,8059.4707
Imphal East,14,278,3482.8198,4211.306,5609.9863,5945.65,7765.4097
Patiala,3,48,23621.969,24883.982,21765.004,22757.6,27278.451
Sundargarh,21,374,24512.006,27926.63,23126.605,32617.588,31928.998
Kaithal,6,73,19596.938,15774.854,8784.234,11715.959,13322.779
Sri Potti Sriramulu Nellore,28,550,21765.92,26784.035,25596.273,35888.07,33158.38
Anugul,21,384,30064.742,31318.203,24096.627,29483.15,25807.43
Bangalore Rural,29,583,16984.2,20298.842,20676.98,23041.191,24457.871
Bijapur,22,417,-909.0171,2048.1155,-3044.5159,5063.14,4087.0503
Anantapur,28,553,18788.896,24612.87,17239.508,33869.027,41953.79
Palakkad,32,593,4482.6094,7929.529,5901.024,10473.779,10821.11
Sant Kabir Nagar,9,186,4054.9666,6890.872,7981.248,9273.38,7540.9795
Theni,33,624,3505.188,4122.216,3368.4292,5921.15,6008.25
Rajkot,24,476,43531.242,47301.098,42398.895,56865.723,58594.098
Allahabad,9,175,41356.465,53612.44,41476.67,62973.19,59965.242
Sitamarhi,10,206,4890.5605,6071.359,6591.42,9909.73,13073.89
Balangir,21,393,12524.5,15063.5,11109.005,17112.21,15547.119
Bijapur,29,557,15194.804,19088.578,17015.838,25825.652,26456.73
Sangrur,3,53,18099.19,18490.982,15816.257,16743.2,21381.238
Balaghat,23,457,6332.3286,8610.062,4031.6936,13479.17,11330.15
Rangareddy,28,537,130217.086,128248.164,129586.92,118423.52,119582.21
Dakshin Dinajpur,19,331,8117.227,8185.0635,6456.886,8144.01,8588.77
Pakur,20,353,3177.0427,3708.762,3205.2817,4888.5996,5001.4
Bundi,8,121,18050.07,19866.121,12960.818,16568.7,18169.451
Garhwal,5,61,8078.6875,8658.34,5323.0674,8796.859,8524.24
Faridkot,3,45,7166.0723,7296.993,6223.847,7437.2397,7919.5903
Bilaspur,2,30,3750.689,3661.391,2762.4463,3442.61,3318.71
Badgam,1,2,5349.0635,4397.0923,3750.7146,5552.1,5281.31
Buxar,10,232,4462.5156,6649.624,4223.42,5005.16,10240.6
Churu,8,102,30761.637,34644.496,18275.906,28549.86,31551.24
Adilabad,28,532,22827.484,28050.754,17458.793,33107.633,33145.6
Ariyalur,33,616,3818.6,4938.294,4274.3984,5712.7197,5657.31
Kanpur Dehat,9,163,8571.912,12666.578,11877.555,15812.66,15303.689
Tonk,8,120,15302.4375,16966.594,10713.914,14548.22,16542.34
Betul,23,447,7816.2446,11076.713,6681.613,15654.43,14564.02
Sivasagar,18,311,13544.809,20220.527,20324.969,19495.96,15759.329
Nanded,27,511,18755.086,20993.973,17165.547,27467.117,27292.4
Karauli,8,107,28053.598,30269.137,21779.234,15110.65,23632.15
Namakkal,33,609,11457.41,13429.978,12332.641,14590.351,14491.439
Bhojpur,10,231,6297.087,10786.955,8435.786,11857.149,17545.16
Kullu,2,26,9505.37,8655.24,5665.52,8912.66,8049.09
Porbandar,24,478,4880.89,5517.3735,3976.3748,7239.26,7390.06
Basti,9,185,7348.2764,13852.7,18611.686,21938.36,16427.35
Data Not Available,99,0,202612.39,144151.06,130579.81,176606.3,135825.55
Daman,25,495,3640.7788,3508.3184,3528.0942,3021.8398,2987.03
Mamit,15,281,1142.0032,1358.9377,-372.7538,2095,1603.5701
Sheopur,23,418,7271.7163,9574.787,6023.919,11102.28,12475.7295
Surendranagar,24,475,22061.031,23952.477,18097.918,31988.24,32292.992
Palamu,20,358,6924.547,7974.467,5240.2686,10499.06,11372.399
Kiphire,13,269,841.1979,1124.2655,383.92706,1279.62,910.82996
Alappuzha,32,598,4133.493,4381.1475,4518.252,6516.08,6329.4497
Kancheepuram,33,604,56164.605,46471.426,60537.14,62175.89,62635.92
Sheikhpura,10,228,1817.9646,2591.2444,2336.4116,3391.73,4196.07
Balrampur,9,182,5754.9907,7917.286,8999.26,11148.68,9804.25
Morena,23,419,15013.616,21694.861,17980.916,21485.18,23250.979
Karnal,6,74,34418.703,24990.074,17652.186,21340.34,23781.02
Shimoga,29,568,9257.068,12649.218,9769.232,17117.719,17457.219
Rewa,23,430,17738.307,22280.129,18416.777,30235.3,33316.41
Kalahandi,21,395,8754.536,10700.381,6409.4595,13302.43,12735.229
Jhabua,23,464,6989.295,8229.711,5232.025,9110.37,10586.511
Sheohar,10,205,444.48093,853.0984,1004.8935,1579.99,2111.67
Vidisha,23,443,10512.974,13215.82,9474.062,16170.51,18902.08
Changlang,12,253,5189.765,6031.274,2046.3492,5377.37,4942.91
West,7,96,22275.963,26781.723,20886.246,18769.738,20855.05
East Nimar,23,466,9109.315,11206.285,6898.403,13399.64,13461.58
Goalpara,18,302,7052.9907,7278.987,6701.4795,7179.1997,7280.7197
Nicobar,35,638,-157.03629,192.64139,-266.97043,768.57007,443.58
Kokrajhar,18,300,6328.119,6851.8975,5513.423,6489.61,7903.1904
Prakasam,28,549,25271.709,26175.916,20635.375,37116.23,33385.938
Rajnandgaon,22,408,16257.531,16687.246,11357.188,19344.709,15393.721
Jyotiba Phule Nagar,9,137,14558.659,16849.18,17198.523,15642.45,16104.129
Vizianagaram,28,543,7763.298,9691.992,6920.2646,11266.66,11327.43
Siwan,10,218,3968.586,6340.6665,6683.3555,11799.04,17827.43
Shahjahanpur,9,152,17160.258,20998.498,18005.584,23980.951,21898.87
Bid,27,523,21072.799,23578.229,17451.723,26595.71,32675.527
Lakhimpur,18,307,3675.999,4362.1206,1968.5825,4666.84,4995.66
Karbi Anglong,18,314,10339.045,12275.314,5871.1714,12738.931,12715.051
Ahmadabad,24,474,62970.42,65726.57,59789.66,75458.25,79538.914
Tikamgarh,23,424,14992.0625,21923.29,15703.367,22286.02,25518.73
Virudunagar,33,625,9461.251,11468.458,9571.916,13390.851,13831.18
South West,7,97,50930.734,53578,45443.305,43144.14,46498.402
Wayanad,32,590,317.1626,1459.7542,488.23715,2643.87,2511.5598
Longleng,13,268,710.0946,797.42816,360.3963,833.6,646.55005
Cuddalore,33,617,17037.479,17486.682,19795.305,19969.67,19774.65
Hyderabad,28,536,53451.25,51896.945,56589.098,42374.96,36724.305
Bishnupur,14,275,938.6749,946.59607,940.2281,1224.67,1588.45
Kaushambi,9,174,10692.227,14864.139,12348.282,15646.96,15562.68
Dharwad,29,562,11541.026,12878.324,13170.329,17548.111,18139.701
Buldana,27,500,15320.681,18028.035,13701.263,22940.162,22844.053
Mahbubnagar,28,538,44584.13,51304.457,46488.668,56292.027,62563.516
Begusarai,10,222,14210.075,11206.197,10637.715,16593.78,16382.5
Dhanbad,20,354,33272.223,32182.91,32944.4,35355.35,37459.42
Fatehpur,9,172,13006.722,15057.4,14485.466,21601.14,19869.441
Rayagada,21,396,3752.7776,6574.1396,2078.5374,8385.811,8168.8496
Vaishali,10,220,8688.879,11888.583,9014.523,12330.09,18207.799
Mahoba,9,169,5792.483,6735.5205,8917.554,11068.12,11435.79
Dhubri,18,301,3999.5908,5093.613,5541.5747,6474.44,7917.6
North Goa,30,585,14873.199,12382.453,13774.601,16042.51,14483.18
Bongaigaon,18,319,2555.2246,3009.833,2438.1675,2919.31,3249.13
Jamtara,20,363,4419.961,5456.8535,5298.6416,6832.2,7476.04
Medak,28,535,42660.234,44006.426,37989.023,49468.047,50928.86
Jamnagar,24,477,78377.82,86617.664,71580.88,80481.81,72612.83
Sitapur,9,154,14331.402,17654.201,16147.851,26192.648,24023.55
Vellore,33,605,20448.555,21890.928,23941.648,26714.54,26249.5
Khagaria,10,223,3074.3413,3560.549,3306.8486,4093.51,6346.84
Valsad,24,491,12647.426,13224.955,10764.352,14047.2295,16845.22
Bhandara,27,506,6041.054,6702.2104,4692.0283,8489.33,7590.3906
Moga,3,42,11910.924,12343.814,10460.947,11053.87,13077.26
Ratlam,23,434,12494.399,14518.164,11408.797,14962.971,17674.66
Jaisalmer,8,114,32195.62,37882.508,14180.581,48850.117,45166.7
Kurukshetra,6,72,17298.553,13575.977,9308.649,11141.33,12412.73
Kupwara,1,1,4080.9229,2856.8022,2209.8083,3837.34,2980.78
Doda,1,16,4634.154,3789.1567,3368.2544,3824.0303,3642.6702
Raigarh,27,520,49317.113,42272.668,33666.33,42502.47,56441.49
Kargil,1,4,27544.307,22043.96,13272.43,26417.271,19391.21
Punch,1,5,8334.186,6947.315,8165.9053,9129.061,7803.67
Jhunjhunun,8,103,32748.879,35467.477,23661.629,23539.64,26448.828
West Tripura,16,289,19460.957,17050.037,17449.176,18165.56,21976.691
Central,7,95,3463.0173,4298.701,3367.0674,3651.7998,3660.3699
Pilibhit,9,151,7313.2715,10601.673,8604.4,13497.591,10081.149
Thane,27,517,95853.75,87957.125,86023.375,90343.73,102790.67
Ballia,9,193,9871.975,13041.344,15524.856,24336.22,23987.78
East Kameng,12,247,2946.1328,5355.924,-791.4658,3783.23,3022.0203
Tirap,12,254,1534.4353,1971.7098,491.6996,2152.93,1950.36
Dhamtari,22,412,5959.9575,6096.743,3377.0256,7242.8696,6667.5
North 24 Parganas,19,337,49617.477,45109.016,44286.914,51127.746,53172.17
Tarn Taran,3,50,21072.766,24784.465,22468.48,21136.371,22454.7
Kamrup,18,321,9389.299,9589.195,8099.045,9924.141,10928.25
Dibrugarh,18,310,40136.707,35898.19,34765.836,22419.672,20781.39
Ghaziabad,9,140,41689.43,49288.637,45885.324,43269.69,47192.35
Kachchh,24,468,57427.67,67194.99,43014.18,86142.85,84450.31
Firozabad,9,147,19665.184,27470.96,23715.875,26422.15,24936.498
Arwal,10,240,1910.4081,2974.2048,2620.4731,3785.17,4702.9805
Kinnaur,2,34,10767.797,9514.077,4731.907,9834.6,7992.29
Unnao,9,156,10596.575,16005.418,16148.025,22474.51,21746.441
Papum Pare,12,248,6061.1377,6756.659,4262.657,6621.1104,6496.45
Ramanagara,29,584,11951.594,12725.621,12899.049,16354.81,17942.39
Chandauli,9,196,10399.692,11303.024,9502.773,18178.201,18228.299
Tuensang,13,267,1996.75,2442.9006,53.35141,2708.98,2197.4302
Kottayam,32,597,3739.145,4097.4795,4087.328,6718.27,6405.76
South Andaman,35,640,1281.2788,1737.6528,976.4808,2696.9697,2602.97
Mewat,6,87,11335.352,8929.494,6085.8545,10825.13,11860.72
Etawah,9,161,19761.209,25273.898,24995.266,22074.639,22877.78
East Siang,12,251,6969.1416,3413.409,560.54083,3000.02,2922.66
Sangli,27,531,15030.342,18090.174,15051.417,23237.441,26301.08
Gandhinagar,24,473,22061.576,22746.17,20483.033,25165.16,28204.89
Lucknow,9,157,79415.81,94426.14,72553.76,93210.77,87765.18
Mahesana,24,471,19373.871,22183.41,19304.396,24987.672,29556.9
Dohad,24,485,9436.725,11095.367,6234.5767,9658.449,10070.42
Dhenkanal,21,383,17358.139,19576.107,13361.425,15911.1,15861.59
Shivpuri,23,423,14015.578,21104.678,14909.791,24948.777,29618.758
The Dangs,24,489,720.6818,906.2269,228.36751,1698.94,1939.55
Imphal West,14,277,395.8084,342.67673,195.55914,374.7,389.64996
Wardha,27,504,15401.945,16797.053,12729.871,17795.41,18383.89
Garhwa,20,346,2841.4128,3576.5615,1314.3699,4451.34,3785.67
Nandurbar,27,497,10478.708,11227.029,8451.233,14190.61,16625.14
Sindhudurg,27,529,516.868,2140.3184,688.05927,5192.9805,5539.5996
Lakhisarai,10,227,3296.248,3972.5986,2988.12,4726.41,6135.38
Khammam,28,541,19605.117,22662.158,16794.027,30370.04,28558.96
Alirajpur,23,465,4656.747,5450.8447,3313.5576,6658.2104,7865.48
Nabarangapur,21,397,2043.8531,4743.4756,2778.4233,8266.93,8534.689
Nagaon,18,305,12388.737,13747.57,12012.737,13548.83,14418.9795
New Delhi,7,94,10533.9795,10426.458,9250.537,9763.11,9721.149
Kheri,9,153,16263.852,26012.594,23400.191,33620.45,29838.27
Koppal,29,560,11013.753,13536.763,10815.869,15420.779,15577.189
Srikakulam,28,542,11198.551,11252.145,8011.5728,13051.81,13218.07
Kushinagar,9,189,5122.403,9716.89,11791.092,12250.43,14685.93
Kulgam,1,15,2352.5835,2088.378,1172.9186,2632.06,1949.21
Damoh,23,428,11987.818,16333.443,12617.709,20343,20789.209
Dindori,23,453,2246.6558,3861.9893,1198.9788,6984.64,6457.4204
Tumkur,29,571,22227.775,27279.576,26561.05,34591.14,39234.52
Kolasib,15,282,1079.5721,1198.5549,505.00153,1426.04,1225.75
Purnia,10,211,10371.794,12300.253,9994.95,13538.6,19190.531
Darrang,18,325,3924.9507,4570.9346,3803.2952,4243.9297,4649.7197
Yavatmal,27,510,28075.584,32584.72,24212.236,35355.633,34545.27
Lawangtlai,15,287,196.18364,777.5885,-445.38477,1119.8099,746.83
Aizawl,15,283,3179.4087,3139.4346,1082.5048,3847.7798,3297.9102
Zunheboto,13,263,1897.632,2127.4321,1338.9749,2472.83,2361.0298
Siddharth Nagar,9,184,7413.5435,8388.486,10946.798,11463.93,8883.16
Fatehabad,6,78,14393.184,11925.901,7523.547,8628.37,11731.84
Nuapada,21,394,3136.5088,4525.762,2530.7651,5750.5,6396.9497
Kodarma,20,348,7112.7227,8180.5635,7525.181,10504.43,11673.4
Jalna,27,514,13104.895,15013.753,11312.791,18059.61,21275.53
Surguja,22,401,22795.139,23318.3,15123.601,29916.469,33349.57
Bulandshahr,9,142,24291.25,30554.176,32847.34,32390.31,32192.488
Cuttack,21,381,23451.654,24977.398,22007.975,24146.33,25655.139
Krishna,28,547,31343.053,28927.615,28691.123,37517.64,35905.96
Thoubal,14,276,760.64996,894.5361,1980.671,2616.68,3283.37
North & Middle Andaman,35,639,-595.27747,11.01516,-1063.9424,1584.36,682.44995
Katihar,10,212,6741.854,8955.885,6337.788,9791.711,13598.57
Ahmadnagar,27,522,48652.992,53852.52,48938.848,66712.375,78004.016
Hingoli,27,512,7348.0596,8645.84,6134.6304,11274.31,11464.92
Ri Bhoi,17,297,4598.8965,4891.723,3216.0786,4860.25,4710.13
Mahasamund,22,411,12300.114,15177.657,12275.142,15828.34,17843.44
Karaikal,34,637,1862.0471,1426.7792,1668.5225,1785.86,1686.21